Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
141,O Taylor Gray PR,464.7000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Taylor Gray Primary,,,,
142,O Joey Gase PR,467.7375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Joey Gase Primary,,,,
143,O Austin Green PR,465.7250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Austin Green Primary,,,,
144,O Rajah Caruth PR,466.3375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Rajah Caruth Primary,,,,
145,O Mason Maggio PR,463.0625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Mason Maggio Primary,,,,
146,O Josh Williams PR,463.3750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Josh Williams Primary,,,,
147,O Anthony Alfredo PR,453.0250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Anthony Alfredo Primary,,,,
148,O Parker Retzlaff PR,460.1000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Parker Retzlaff Primary,,,,
149,O Garrett Smithley BK,463.7875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Garrett Smithley Backup,,,,
150,O Sheldon Creed BK,452.8375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Sheldon Creed Backup,,,,
151,O Ryan Ellis BK,452.1875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Ryan Ellis Backup,,,,
152,O Josh Bilicki BK,467.7125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Josh Bilicki Backup,,,,
153,O Carson Kvapil BK,453.1875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Carson Kvapil Backup,,,,
154,O Jesse Love BK,464.4625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Jesse Love Backup,,,,
155,O Caesar Bacarella BK,451.0625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Caesar Bacarella Backup,,,,
156,O Luke Fenhaus BK,467.0750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Luke Fenhaus Backup,,,,
157,O Justin Allgaier BK,459.1625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Justin Allgaier Backup,,,,
158,O Sammy Smith BK,468.3125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Sammy Smith Backup,,,,
159,O Corey Day BK,458.8375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Corey Day Backup,,,,
160,O William Sawalich BK,451.8500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series William Sawalich Backup,,,,
161,O Giovanni Ruggiero BK,451.3000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Giovanni Ruggiero Backup,,,,
162,O Brandon Jones BK,464.0875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Brandon Jones Backup,,,,
163,O Austin Hill BK,457.4625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Austin Hill Backup,,,,
164,O Harrison Burton BK,465.4625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Harrison Burton Backup,,,,
165,O Nick Sanchez BK,467.3125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Nick Sanchez Backup,,,,
166,O Dean Thompson BK,458.7375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Dean Thompson Backup,,,,
167,O Jeb Burton BK,462.4375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Jeb Burton Backup,,,,
168,O Kyle Sieg BK,469.6625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Kyle Sieg Backup,,,,
169,O Carson Ware BK,461.9250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Carson Ware Backup,,,,
170,O Blaine Perkins BK,465.7750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Blaine Perkins Backup,,,,
171,O Jordan Anderson BK,462.9750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Jordan Anderson Backup,,,,
172,O Natalie Decker BK,463.3100,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Natalie Decker Backup,,,,
173,O Patrick Emerling BK,459.3125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Patrick Emerling Backup,,,,
174,O Ryan Sieg BK,457.3375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Ryan Sieg Backup,,,,
175,O Sam Mayer BK,468.0625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Sam Mayer Backup,,,,
176,O Carson Hocevar BK,468.5250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Carson Hocevar Backup,,,,
177,O Brennan Poole BK,458.6375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Brennan Poole Backup,,,,
178,O Lavar Scott BK,463.9875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Lavar Scott Backup,,,,
179,O Patrick Staropoli BK,457.9625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Patrick Staropoli Backup,,,,
180,O Jeremy Clements BK,468.7250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Jeremy Clements Backup,,,,
181,O Daniel Dye BK,464.2625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Daniel Dye Backup,,,,
182,O David Starr BK,463.0875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series David Starr Backup,,,,
183,O Taylor Gray BK,464.6500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Taylor Gray Backup,,,,
184,O Joey Gase BK,463.7000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Joey Gase Backup,,,,
185,O Austin Green BK,453.2625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Austin Green Backup,,,,
186,O Rajah Caruth BK,451.7500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Rajah Caruth Backup,,,,
187,O Mason Maggio BK,461.3750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Mason Maggio Backup,,,,
188,O Josh Williams BK,462.8375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Josh Williams Backup,,,,
189,O Anthony Alfredo BK,456.0375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Anthony Alfredo Backup,,,,
190,O Parker Retzlaff BK,465.5375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,OReilly Series Parker Retzlaff Backup,,,,
191,T TRICON PR,460.6250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series TRICON Primary,,,,
192,T Jason White PR,463.3625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Jason White Primary,,,,
193,T Cleetus McFarland PR,468.9875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Cleetus McFarland Primary,,,,
194,T Nick Leitz PR,468.5125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Nick Leitz Primary,,,,
195,T Norm Benning PR,453.2375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Norm Benning Primary,,,,
196,T Michael McDowell PR,462.3750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Michael McDowell Primary,,,,
197,T Grant Enfinger PR,451.6250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Grant Enfinger Primary,,,,
198,T Daniel Dye PR,459.5750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Daniel Dye Primary,,,,
199,T Kaden Honeycutt PR,463.7375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Kaden Honeycutt Primary,,,,
200,T Brenden Queen PR,466.1375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Brenden Queen Primary,,,,
201,T Cole Butcher PR,460.5125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Cole Butcher Primary,,,,
202,T Timothy Tyrrell PR,461.7250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Timothy Tyrrell Primary,,,,
203,T Tanner Gray PR,458.6625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Tanner Gray Primary,,,,
204,T Justin Haley PR,468.0250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Justin Haley Primary,,,,
205,T Gio Ruggiero PR,460.7750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Gio Ruggiero Primary,,,,
206,T Tyler Ankrum PR,456.8250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Tyler Ankrum Primary,,,,
207,T Daniel Hemric PR,452.3625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Daniel Hemric Primary,,,,
208,T Josh Reaume PR,456.6625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Josh Reaume Primary,,,,
209,T Tony Stewart PR,462.2500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Tony Stewart Primary,,,,
210,T Dawson Sutton PR,464.5625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Dawson Sutton Primary,,,,
211,T Toni Breidinger PR,459.8125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Toni Breidinger Primary,,,,
212,T Bryan Dauzat PR,452.1125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Bryan Dauzat Primary,,,,
213,T Frankie Muniz PR,460.4750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Frankie Muniz Primary,,,,
214,T Layne Riggs PR,467.8500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Layne Riggs Primary,,,,
215,T Greg Van Alst PR,453.8500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Greg Van Alst Primary,,,,
216,T Chandler Smith PR,468.6625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Chandler Smith Primary,,,,
217,T Travis Pastrana PR,467.2375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Travis Pastrana Primary,,,,
218,T Andres De Lara PR,462.9875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Andres De Lara Primary,,,,
219,T Ricky Stenhouse Jr PR,463.7250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Ricky Stenhouse Jr Primary,,,,
220,T Stewart Friesen PR,468.1625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Stewart Friesen Primary,,,,
221,T Timmy Hill PR,451.5625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Timmy Hill Primary,,,,
222,T John Nemechek PR,469.9250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series John Nemechek Primary,,,,
223,T Tyler Tomassi PR,458.5375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Tyler Tomassi Primary,,,,
224,T SPIRE PR,468.4000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series SPIRE Primary,,,,
225,T Cory LaJoie PR,462.0750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Cory LaJoie Primary,,,,
226,T Spencer Boyd PR,467.6625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Spencer Boyd Primary,,,,
227,T Carson Hocevar PR,469.5875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Carson Hocevar Primary,,,,
228,T Kris Wright PR,457.2875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Kris Wright Primary,,,,
229,T Ty Majeski PR,461.6750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Ty Majeski Primary,,,,
230,T Justin Carroll PR,461.3250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Justin Carroll Primary,,,,
231,T Christian Eckes PR,466.6250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Christian Eckes Primary,,,,
232,T Clay Greenfield PR,466.7000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Clay Greenfield Primary,,,,
233,T Jason Kitzmiller PR,451.0375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Jason Kitzmiller Primary,,,,
234,T Jake Garcia PR,457.0250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Jake Garcia Primary,,,,
235,T Ben Rhodes PR,456.9375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Ben Rhodes Primary,,,,
236,T TRICON BK,452.8875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series TRICON Backup,,,,
237,T Jason White BK,467.1250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Jason White Backup,,,,
238,T Cleetus McFarland BK,469.4625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Cleetus McFarland Backup,,,,
239,T Nick Leitz BK,464.0250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Nick Leitz Backup,,,,
240,T Norm Benning BK,469.1375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Norm Benning Backup,,,,
241,T Michael McDowell BK,463.7500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Michael McDowell Backup,,,,
242,T Grant Enfinger BK,457.2125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Grant Enfinger Backup,,,,
243,T Daniel Dye BK,465.9625,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Daniel Dye Backup,,,,
244,T Kaden Honeycutt BK,459.0125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Kaden Honeycutt Backup,,,,
245,T Brenden Queen BK,459.7500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Brenden Queen Backup,,,,
246,T Cole Butcher BK,462.8875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Cole Butcher Backup,,,,
247,T Timothy Tyrrell BK,462.7125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Timothy Tyrrell Backup,,,,
248,T Tanner Gray BK,458.8125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Tanner Gray Backup,,,,
249,T Justin Haley BK,465.3750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Justin Haley Backup,,,,
250,T Gio Ruggiero BK,467.4250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Gio Ruggiero Backup,,,,
251,T Tyler Ankrum BK,463.2125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Tyler Ankrum Backup,,,,
252,T Daniel Hemric BK,463.5500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Daniel Hemric Backup,,,,
253,T Josh Reaume BK,450.1125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Josh Reaume Backup,,,,
254,T Tony Stewart BK,463.0125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Tony Stewart Backup,,,,
255,T Dawson Sutton BK,466.5875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Dawson Sutton Backup,,,,
256,T Toni Breidinger BK,457.4250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Toni Breidinger Backup,,,,
257,T Bryan Dauzat BK,457.1125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Bryan Dauzat Backup,,,,
258,T Frankie Muniz BK,458.0875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Frankie Muniz Backup,,,,
259,T Layne Riggs BK,469.1000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Layne Riggs Backup,,,,
260,T Greg Van Alst BK,464.9500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Greg Van Alst Backup,,,,
261,T Chandler Smith BK,467.9250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Chandler Smith Backup,,,,
262,T Travis Pastrana BK,464.1750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Travis Pastrana Backup,,,,
263,T Andres De Lara BK,463.1875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Andres De Lara Backup,,,,
264,T Ricky Stenhouse Jr BK,457.8125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Ricky Stenhouse Jr Backup,,,,
265,T Stewart Friesen BK,462.4125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Stewart Friesen Backup,,,,
266,T Timmy Hill BK,451.5125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Timmy Hill Backup,,,,
267,T John Nemechek BK,468.1125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series John Nemechek Backup,,,,
268,T Tyler Tomassi BK,467.6875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Tyler Tomassi Backup,,,,
269,T SPIRE BK,469.0250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series SPIRE Backup,,,,
270,T Cory LaJoie BK,469.7250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Cory LaJoie Backup,,,,
271,T Spencer Boyd BK,469.4375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Spencer Boyd Backup,,,,
272,T Carson Hocevar BK,463.6125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Carson Hocevar Backup,,,,
273,T Kris Wright BK,457.0375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Kris Wright Backup,,,,
274,T Ty Majeski BK,468.3750,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Ty Majeski Backup,,,,
275,T Justin Carroll BK,462.3250,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Justin Carroll Backup,,,,
276,T Christian Eckes BK,457.3500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Christian Eckes Backup,,,,
277,T Clay Greenfield BK,466.3875,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Clay Greenfield Backup,,,,
278,T Jason Kitzmiller BK,456.4125,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Jason Kitzmiller Backup,,,,
279,T Jake Garcia BK,456.5000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Jake Garcia Backup,,,,
280,T Ben Rhodes BK,468.0375,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5W,Truck Series Ben Rhodes Backup,,,,
